"LEVEL3_N","mean_temp","precipatation","temp_seasonality","ivs","temp_anomaly","prec_anomaly","active","passive","longitude","latitude"
"Netherlands",9.61187267303467,797.052551269531,546.697448730469,84215.4765625,91.6631088256836,59.4791450500488,1,NA,5.58961905817338,52.247804144271
"Netherlands Antilles",27.933162689209,537.073120117188,95.7753829956055,18574.91015625,54.2111129760742,-127.845634460449,3,2,-68.6927393998577,12.1880733483018
"New Brunswick",4.02865219116211,1137.16027832031,1058.95068359375,967421.1875,238.217346191406,648.65966796875,1,NA,-66.3645542159566,46.6241043102609
"New Caledonia",22.0911693572998,1776.23120117188,234.297866821289,675739.875,25.5597305297852,2.9772481918335,10,4,165.665880735465,-21.2956678578465
"New Guinea",24.0850200653076,3022.92749023438,58.1669464111328,1272041.375,36.9276809692383,668.795349121094,21,11,140.807943731323,-5.35272989323467
"New Hampshire",6.22183561325073,1120.66369628906,996.377746582031,1273747,276.963958740234,341.524230957031,2,NA,-71.5820945217772,43.6836810922178
"New Jersey",11.3764572143555,1175.87121582031,885.252563476562,564832.75,166.170104980469,-417.221649169922,3,NA,-74.6648017203379,40.1844610385099
"New South Wales",17.4047412872314,559.955017089844,561.735046386719,301690,42.185417175293,19.4106044769287,10,NA,147.026870820138,-32.1737148947074
"New York",7.30604362487793,1047.46618652344,971.885803222656,823310.875,250.173904418945,-37.527702331543,3,NA,-75.6987926183635,42.9939756099267
"Nicaragua",25.1083602905273,2168.92016601562,90.1324920654297,609851.75,28.2296714782715,778.443664550781,114,27,-85.0360883407334,12.8376423932614
