"scientific_name","match_name","match_status","accepted_plant_name_id","ipni_id","accepted_taxon_name","accepted_family_name","accepted_genus_name","accepted_taxon_authors"
"Paullinia capreolata","Paullinia capreolata","Accepted",2543014,"784087-1","Paullinia capreolata","Sapindaceae","Paullinia","(Aubl.) Radlk."
"Paullinia clavigera","Paullinia clavigera","Accepted",2543035,"784100-1","Paullinia clavigera","Sapindaceae","Paullinia","Schltdl."
"Paullinia coriacea","Paullinia coriacea","Accepted",2543055,"784106-1","Paullinia coriacea","Sapindaceae","Paullinia","Casar."
"Paullinia costaricensis","Paullinia costaricensis","Accepted",2543057,"2928188-1","Paullinia costaricensis","Sapindaceae","Paullinia","Radlk."
"Paullinia costata","Paullinia costata","Accepted",2543058,"784108-1","Paullinia costata","Sapindaceae","Paullinia","Schltdl. & Cham."
"Paullinia cuneata","Paullinia cuneata","Accepted",2543042,"185623-2","Paullinia cuneata","Sapindaceae","Paullinia","Radlk."
"Paullinia cupana","Paullinia cupana","Accepted",2543056,"784110-1","Paullinia cupana","Sapindaceae","Paullinia","Kunth"
"Paullinia cururu","Paullinia cururu","Accepted",2543041,"784115-1","Paullinia cururu","Sapindaceae","Paullinia","L."
"Paullinia elegans","Paullinia elegans","Accepted",2543194,"784130-1","Paullinia elegans","Sapindaceae","Paullinia","Cambess."
"Paullinia enneaphylla","Paullinia enneaphylla","Accepted",2543186,"784134-1","Paullinia enneaphylla","Sapindaceae","Paullinia","G.Don"
"Paullinia eriocarpa","Paullinia eriocarpa","Accepted",2543201,"784136-1","Paullinia eriocarpa","Sapindaceae","Paullinia","Triana & Planch."
"Paullinia fuscescens","Paullinia fuscescens","Accepted",2543222,"784152-1","Paullinia fuscescens","Sapindaceae","Paullinia","Kunth"
"Paullinia glomerulosa","Paullinia glomerulosa","Accepted",2543228,"928233-1","Paullinia glomerulosa","Sapindaceae","Paullinia","Radlk."
"Paullinia granatensis","Paullinia granatensis","Accepted",2543210,"784156-1","Paullinia granatensis","Sapindaceae","Paullinia","(Planch. & Linden) Radlk."
"Paullinia grandifolia","Paullinia grandifolia","Accepted",2543212,"784158-1","Paullinia grandifolia","Sapindaceae","Paullinia","Benth. ex Radlk."
"Paullinia hystrix","Paullinia hystrix","Accepted",2543220,"185667-2","Paullinia hystrix","Sapindaceae","Paullinia","Radlk."
"Paullinia laeta","Paullinia laeta","Accepted",2543144,"928211-1","Paullinia laeta","Sapindaceae","Paullinia","Radlk."
"Paullinia leiocarpa","Paullinia leiocarpa","Accepted",2543125,"784185-1","Paullinia leiocarpa","Sapindaceae","Paullinia","Griseb."
"Paullinia mazanensis","Paullinia mazanensis","Accepted",2543165,"185685-2","Paullinia mazanensis","Sapindaceae","Paullinia","J.F.Macbr."
"Paullinia meliifolia","Paullinia meliifolia","Accepted",2543174,"784201-1","Paullinia meliifolia","Sapindaceae","Paullinia","Juss."
"Paullinia olivacea","Paullinia olivacea","Accepted",2543841,"185711-2","Paullinia olivacea","Sapindaceae","Paullinia","Radlk."
"Paullinia pachycarpa","Paullinia pachycarpa","Accepted",2543860,"784232-1","Paullinia pachycarpa","Sapindaceae","Paullinia","Benth."
"Paullinia pinnata","Paullinia pinnata","Accepted",2543867,"185718-2","Paullinia pinnata","Sapindaceae","Paullinia","L."
"Paullinia simulans","Paullinia simulans","Accepted",2543830,"185740-2","Paullinia simulans","Sapindaceae","Paullinia","J.F.Macbr."
"Paullinia sphaerocarpa","Paullinia sphaerocarpa","Accepted",2543762,"784289-1","Paullinia sphaerocarpa","Sapindaceae","Paullinia","Rich. ex Juss."
"Paullinia tarapotensis","Paullinia tarapotensis","Accepted",2543810,"185757-2","Paullinia tarapotensis","Sapindaceae","Paullinia","Radlk."
"Paullinia tenuifolia","Paullinia tenuifolia","Accepted",2543793,"185759-2","Paullinia tenuifolia","Sapindaceae","Paullinia","Standl. ex J.F.Macbr."
"Paullinia trigonia","Paullinia trigonia","Accepted",2543796,"784316-1","Paullinia trigonia","Sapindaceae","Paullinia","Vell."
"Paullinia turbacensis","Paullinia turbacensis","Accepted",2543955,"784325-1","Paullinia turbacensis","Sapindaceae","Paullinia","Kunth"
"Paullinia yoco","Paullinia yoco","Accepted",2543964,"185782-2","Paullinia yoco","Sapindaceae","Paullinia","R.E.Schult. & Killip"
"Pereskia sacharosa","Pereskia sacharosa","Synonym",2417557,"219427-2","Rhodocactus sacharosa","Cactaceae","Rhodocactus","(Griseb.) Backeb."
"Peritassa laevigata","Peritassa laevigata","Accepted",2408423,"190399-2","Peritassa laevigata","Celastraceae","Peritassa","(Hoffmanns. ex Link) A.C.Sm."
"Peritassa peruviana","Peritassa peruviana","Accepted",2408421,"190401-2","Peritassa peruviana","Celastraceae","Peritassa","(Miers) A.C.Sm."
"Petraeovitex multiflora","Petraeovitex multiflora","Accepted",150845,"864012-1","Petraeovitex multiflora","Lamiaceae","Petraeovitex","(Sm.) Merr."
"Petrea maynensis","Petrea maynensis","Accepted",150889,"311422-2","Petrea maynensis","Verbenaceae","Petrea","Huber"
"Petrea volubilis","Petrea volubilis","Accepted",150919,"330591-2","Petrea volubilis","Verbenaceae","Petrea","L."
"Pinochia peninsularis","Pinochia peninsularis","Accepted",347877,"77084117-1","Pinochia peninsularis","Apocynaceae","Pinochia","(Woodson) M.E.Endress & B.F.Hansen"
"Pinzona coriacea","Pinzona coriacea","Accepted",2411359,"317113-1","Pinzona coriacea","Dilleniaceae","Pinzona","Mart. & Zucc."
"Piper brachypodon","Piper brachypodon","Accepted",2559244,"680665-1","Piper brachypodon","Piperaceae","Piper","(Benth.) C.DC."
"Piper eustylum","Piper eustylum","Accepted",2558433,"197895-2","Piper eustylum","Piperaceae","Piper","Diels"
"Piper hispidum","Piper hispidum","Accepted",2558107,"681674-1","Piper hispidum","Piperaceae","Piper","Sw."
"Piper macropiper","Piper macropiper","Accepted",2568950,"682069-1","Piper macropiper","Piperaceae","Piper","Pennant"
"Piper multiplinervium","Piper multiplinervium","Accepted",2569730,"682301-1","Piper multiplinervium","Piperaceae","Piper","C.DC."
"Pisonia macranthocarpa","Pisonia macranthocarpa","Accepted",2553063,"200067-2","Pisonia macranthocarpa","Nyctaginaceae","Pisonia","(Donn.Sm.) Donn.Sm."
"Pleonotoma clematis","Pleonotoma clematis","Accepted",317889,"110410-1","Pleonotoma clematis","Bignoniaceae","Pleonotoma","(Kunth) Miers"
"Pleonotoma dendrotricha","Pleonotoma dendrotricha","Accepted",317888,"202074-2","Pleonotoma dendrotricha","Bignoniaceae","Pleonotoma","Sandwith"
"Pleonotoma melioides","Pleonotoma melioides","Accepted",317856,"202082-2","Pleonotoma melioides","Bignoniaceae","Pleonotoma","(S.Moore) A.H.Gentry"
"Pleonotoma variabilis","Pleonotoma variabilis","Accepted",317846,"110438-1","Pleonotoma variabilis","Bignoniaceae","Pleonotoma","(Jacq.) Miers"
"Pleurisanthes flava","Pleurisanthes flava","Accepted",2529575,"202157-2","Pleurisanthes flava","Icacinaceae","Pleurisanthes","Sandwith"
"Plukenetia penninervia","Plukenetia penninervia","Accepted",161496,"354962-1","Plukenetia penninervia","Euphorbiaceae","Plukenetia","Müll.Arg."
"Plukenetia serrata","Plukenetia serrata","Accepted",161501,"974255-1","Plukenetia serrata","Euphorbiaceae","Plukenetia","(Vell.) L.J.Gillespie"
"Plukenetia volubilis","Plukenetia volubilis","Accepted",161508,"354970-1","Plukenetia volubilis","Euphorbiaceae","Plukenetia","L."
"Podopterus cordifolius","Podopterus cordifolius","Accepted",2572411,"204640-2","Podopterus cordifolius","Polygonaceae","Podopterus","Rose & Standl."
"Polyporandra scandens","Polyporandra scandens","Synonym",2996250,"77143411-1","Iodes scandens","Icacinaceae","Iodes","(Becc.) Utteridge & Byng"
"Pothos scandens","Pothos scandens","Accepted",163823,"88366-1","Pothos scandens","Araceae","Pothos","L."
"Prestonia mollis","Prestonia mollis","Accepted",165379,"81387-1","Prestonia mollis","Apocynaceae","Prestonia","Kunth"
"Prestonia portobellensis","Prestonia portobellensis","Accepted",165394,"210135-2","Prestonia portobellensis","Apocynaceae","Prestonia","(Beurl.) Woodson"
"Prestonia robusta","Prestonia robusta","Accepted",165400,"210139-2","Prestonia robusta","Apocynaceae","Prestonia","Rusby"
"Prestonia rotundifolia","Prestonia rotundifolia","Accepted",165401,"210140-2","Prestonia rotundifolia","Apocynaceae","Prestonia","K.Schum. ex Woodson"
"Prestonia trifida","Prestonia trifida","Accepted",165415,"210147-2","Prestonia trifida","Apocynaceae","Prestonia","(Poepp.) Woodson"
"Prionostemma aspera","Prionostemma aspera","Accepted",2408510,"162403-1","Prionostemma aspera","Celastraceae","Prionostemma","(Lam.) Miers"
"Pristimera nervosa","Pristimera nervosa","Accepted",2530210,"210311-2","Pristimera nervosa","Celastraceae","Pristimera","(Miers) A.C.Sm."
"Pristimera tenuiflora","Pristimera tenuiflora","Accepted",2530208,"210313-2","Pristimera tenuiflora","Celastraceae","Pristimera","(Mart. ex Peyr.) A.C.Sm."
"Pseudogynoxys scabra","Pseudogynoxys scabra","Accepted",3085178,"211378-2","Pseudogynoxys scabra","Asteraceae","Pseudogynoxys","(Benth.) Cuatrec."
"Pseudosicydium acariaeanthum","Pseudosicydium acariaeanthum","Synonym",2903160,"77110583-1","Pteropepon acariaeanthus","Cucurbitaceae","Pteropepon","(Harms) H.Schaef. & S.S.Renner"
"Pueraria montana","Pueraria montana","Accepted",2537339,"516708-1","Pueraria montana","Fabaceae","Pueraria","(Lour.) Merr."
"Pycnobotrya nitida","Pycnobotrya nitida","Accepted",171095,"81488-1","Pycnobotrya nitida","Apocynaceae","Pycnobotrya","Benth."
"Pyrenacantha glabrescens","Pyrenacantha glabrescens","Accepted",2529568,"434543-1","Pyrenacantha glabrescens","Icacinaceae","Pyrenacantha","(Engl.) Engl."
"Pyrenacantha klaineana","Pyrenacantha klaineana","Accepted",2529564,"434548-1","Pyrenacantha klaineana","Icacinaceae","Pyrenacantha","Pierre ex Exell & Mendonça"
"Pyrostegia venusta","Pyrostegia venusta","Accepted",317830,"110483-1","Pyrostegia venusta","Bignoniaceae","Pyrostegia","(Ker Gawl.) Miers"
"Randia altiscandens","Randia altiscandens","Accepted",176149,"975261-1","Randia altiscandens","Rubiaceae","Randia","(Ducke) C.M.Taylor"
"Rhaphiostylis preussii","Rhaphiostylis preussii","Accepted",2425666,"608291-1","Rhaphiostylis preussii","Metteniusaceae","Rhaphiostylis","Engl."
"Rourea adenophora","Rourea adenophora","Accepted",2415839,"222721-2","Rourea adenophora","Connaraceae","Rourea","S.F.Blake"
"Rourea camptoneura","Rourea camptoneura","Accepted",2415830,"222729-2","Rourea camptoneura","Connaraceae","Rourea","Radlk."
"Rourea cuspidata","Rourea cuspidata","Accepted",2415859,"264748-1","Rourea cuspidata","Connaraceae","Rourea","Benth. ex Baker"
"Rourea glabra","Rourea glabra","Accepted",2416176,"264767-1","Rourea glabra","Connaraceae","Rourea","Kunth"
"Rourea krukovii","Rourea krukovii","Accepted",2416183,"222757-2","Rourea krukovii","Connaraceae","Rourea","Steyerm."
"Rourea surinamensis","Rourea surinamensis","Accepted",2416106,"264884-1","Rourea surinamensis","Connaraceae","Rourea","Miq."
"Roureopsis emarginata","Roureopsis emarginata","Synonym",2415861,"947206-1","Rourea emarginata","Connaraceae","Rourea","(Jack) Jongkind"
"Saba comorensis","Saba comorensis","Accepted",181004,"81757-1","Saba comorensis","Apocynaceae","Saba","(Bojer ex A.DC.) Pichon"
"Sabicea calycina","Sabicea calycina","Accepted",181117,"765821-1","Sabicea calycina","Rubiaceae","Sabicea","Benth."
"Sabicea panamensis","Sabicea panamensis","Accepted",181231,"224977-2","Sabicea panamensis","Rubiaceae","Sabicea","Wernham"
"Sabicea rosea","Sabicea rosea","Accepted",181247,"765933-1","Sabicea rosea","Rubiaceae","Sabicea","Hoyle"
"Salacia alata","Salacia alata","Accepted",2482369,"431149-1","Salacia alata","Celastraceae","Salacia","De Wild."
"Salacia alwynii","Salacia alwynii","Accepted",2482388,"284520-2","Salacia alwynii","Celastraceae","Salacia","Mennega"
"Salacia cordata","Salacia cordata","Accepted",2482347,"964785-1","Salacia cordata","Celastraceae","Salacia","(Miers) Mennega"
"Salacia debilis","Salacia debilis","Accepted",2482329,"162562-1","Salacia debilis","Celastraceae","Salacia","(G.Don) Walp."
"Salacia elegans","Salacia elegans","Accepted",2482510,"162580-1","Salacia elegans","Celastraceae","Salacia","Welw. ex Oliv."
"Salacia elliptica","Salacia elliptica","Accepted",2482490,"162581-1","Salacia elliptica","Celastraceae","Salacia","(Mart.) G.Don"
"Salacia erecta","Salacia erecta","Accepted",2482502,"162583-1","Salacia erecta","Celastraceae","Salacia","(G.Don) Walp."
"Salacia juruana","Salacia juruana","Accepted",2482430,"225458-2","Salacia juruana","Celastraceae","Salacia","Loes."
"Salacia longipes","Salacia longipes","Accepted",2481079,"943671-1","Salacia longipes","Celastraceae","Salacia","(Oliv.) N.Hallé"
"Salacia madagascariensis","Salacia madagascariensis","Accepted",2481061,"162635-1","Salacia madagascariensis","Celastraceae","Salacia","(Lam.) DC."
"Salacia nitida","Salacia nitida","Accepted",2481100,"162651-1","Salacia nitida","Celastraceae","Salacia","(Benth.) N.E.Br."
"Salacia senegalensis","Salacia senegalensis","Accepted",2481214,"162709-1","Salacia senegalensis","Celastraceae","Salacia","(Lam.) DC."
"Salacia zenkeri","Salacia zenkeri","Accepted",2481129,"431346-1","Salacia zenkeri","Celastraceae","Salacia","Loes."
"Salacighia letestuana","Salacighia letestuana","Accepted",2481133,"431359-1","Salacighia letestuana","Celastraceae","Salacighia","(Pellegr.) Blakelock"
"Schlegelia brachyantha","Schlegelia brachyantha","Accepted",318112,"110594-1","Schlegelia brachyantha","Schlegeliaceae","Schlegelia","Griseb."
"Schlegelia chocoensis","Schlegelia chocoensis","Accepted",318118,"229505-2","Schlegelia chocoensis","Schlegeliaceae","Schlegelia","A.H.Gentry"
"Schlegelia darienensis","Schlegelia darienensis","Accepted",318121,"229552-2","Schlegelia darienensis","Schlegeliaceae","Schlegelia","Sandwith"
"Schlegelia dressleri","Schlegelia dressleri","Accepted",318122,"229554-2","Schlegelia dressleri","Schlegeliaceae","Schlegelia","A.H.Gentry"
"Schlegelia fastigiata","Schlegelia fastigiata","Accepted",318124,"229555-2","Schlegelia fastigiata","Schlegeliaceae","Schlegelia","Schery"
"Schlegelia macrophylla","Schlegelia macrophylla","Accepted",318380,"229559-2","Schlegelia macrophylla","Schlegeliaceae","Schlegelia","Ducke"
"Schlegelia parviflora","Schlegelia parviflora","Accepted",318321,"229565-2","Schlegelia parviflora","Schlegeliaceae","Schlegelia","(Oerst.) Monach."
"Schlegelia scandens","Schlegelia scandens","Accepted",318317,"229573-2","Schlegelia scandens","Schlegeliaceae","Schlegelia","(Briq. & Spruce) Sandwith"
"Sciadotenia eichleriana","Sciadotenia eichleriana","Accepted",2601465,"230114-2","Sciadotenia eichleriana","Menispermaceae","Sciadotenia","Moldenke"
"Sciadotenia toxifera","Sciadotenia toxifera","Accepted",2601485,"581368-1","Sciadotenia toxifera","Menispermaceae","Sciadotenia","Krukoff & A.C.Sm."
"Secondatia densiflora","Secondatia densiflora","Accepted",190306,"231536-2","Secondatia densiflora","Apocynaceae","Secondatia","A.DC."
"Securidaca cacumina","Securidaca cacumina","Accepted",2599335,"296241-2","Securidaca cacumina","Polygalaceae","Securidaca","Wurdack"
"Securidaca coriacea","Securidaca coriacea","Accepted",2599319,"692673-1","Securidaca coriacea","Polygalaceae","Securidaca","Bonpl."
"Securidaca divaricata","Securidaca divaricata","Accepted",2599354,"692687-1","Securidaca divaricata","Polygalaceae","Securidaca","Nees & Mart."
"Securidaca diversifolia","Securidaca diversifolia","Accepted",2599353,"231560-2","Securidaca diversifolia","Polygalaceae","Securidaca","(L.) S.F.Blake"
"Selysia cordata","Selysia cordata","Accepted",2489729,"293892-1","Selysia cordata","Cucurbitaceae","Selysia","Cogn."
"Selysia prunifera","Selysia prunifera","Accepted",2489730,"293893-1","Selysia prunifera","Cucurbitaceae","Selysia","(Poepp. & Endl.) Cogn."
"Semialarium paniculatum","Semialarium paniculatum","Accepted",2480836,"913334-1","Semialarium paniculatum","Celastraceae","Semialarium","(Mart.) N.Hallé"
"Senegalia alemquerensis","Senegalia alemquerensis","Accepted",2605470,"60445195-2","Senegalia alemquerensis","Fabaceae","Senegalia","(Huber) Seigler & Ebinger"
"Senegalia altiscandens","Senegalia altiscandens","Accepted",2605471,"60445194-2","Senegalia altiscandens","Fabaceae","Senegalia","(Ducke) Seigler & Ebinger"
"Senegalia klugii","Senegalia klugii","Accepted",2605486,"60445209-2","Senegalia klugii","Fabaceae","Senegalia","(Standl. ex J.F.Macbr.) Seigler & Ebinger"
"Senegalia macbridei","Senegalia macbridei","Accepted",2605492,"60445215-2","Senegalia macbridei","Fabaceae","Senegalia","(Britton & Rose ex J.F.Macbr.) Seigler & Ebinger"
"Serjania atrolineata","Serjania atrolineata","Accepted",2582575,"784907-1","Serjania atrolineata","Sapindaceae","Serjania","C.Wright"
"Serjania brachycarpa","Serjania brachycarpa","Accepted",2582578,"784913-1","Serjania brachycarpa","Sapindaceae","Serjania","A.Gray ex Radlk."
"Serjania caracasana","Serjania caracasana","Accepted",2582480,"784925-1","Serjania caracasana","Sapindaceae","Serjania","(Jacq.) Willd."
"Serjania fuscifolia","Serjania fuscifolia","Accepted",2582584,"784989-1","Serjania fuscifolia","Sapindaceae","Serjania","Radlk."
"Serjania glabrata","Serjania glabrata","Accepted",2582694,"784992-1","Serjania glabrata","Sapindaceae","Serjania","Kunth"
"Serjania longipes","Serjania longipes","Accepted",2582854,"785043-1","Serjania longipes","Sapindaceae","Serjania","Radlk."
"Serjania mexicana","Serjania mexicana","Accepted",2582781,"785062-1","Serjania mexicana","Sapindaceae","Serjania","(L.) Willd."
"Serjania paucidentata","Serjania paucidentata","Accepted",2582590,"234951-2","Serjania paucidentata","Sapindaceae","Serjania","DC."
"Serjania pluvialiflorens","Serjania pluvialiflorens","Accepted",2582552,"234957-2","Serjania pluvialiflorens","Sapindaceae","Serjania","Croat"
"Serjania polyphylla","Serjania polyphylla","Accepted",2582550,"1035940-2","Serjania polyphylla","Sapindaceae","Serjania","(L.) Radlk."
"Serjania rhombea","Serjania rhombea","Accepted",2582814,"785147-1","Serjania rhombea","Sapindaceae","Serjania","Radlk."
"Simicratea welwitschii","Simicratea welwitschii","Accepted",2480861,"913344-1","Simicratea welwitschii","Celastraceae","Simicratea","(Oliv.) N.Hallé"
"Smilax australis","Smilax australis","Accepted",288556,"541289-1","Smilax australis","Smilacaceae","Smilax","R.Br."
"Smilax bracteata","Smilax bracteata","Accepted",288548,"541320-1","Smilax bracteata","Smilacaceae","Smilax","C.Presl"
"Smilax calophylla","Smilax calophylla","Accepted",288453,"541333-1","Smilax calophylla","Smilacaceae","Smilax","Wall. ex A.DC."
"Smilax laurifolia","Smilax laurifolia","Accepted",289271,"317919-2","Smilax laurifolia","Smilacaceae","Smilax","L."
"Solanum uncinellum","Solanum uncinellum","Accepted",3032759,"821373-1","Solanum uncinellum","Solanaceae","Solanum","Lindl."
"Spatholobus ferrugineus","Spatholobus ferrugineus","Accepted",2597606,"519153-1","Spatholobus ferrugineus","Fabaceae","Spatholobus","(Zoll. & Moritzi) Benth."
"Spatholobus oblongifolius","Spatholobus oblongifolius","Accepted",2597616,"519164-1","Spatholobus oblongifolius","Fabaceae","Spatholobus","Merr."
"Sphenodesme pentandra","Sphenodesme pentandra","Accepted",194070,"864666-1","Sphenodesme pentandra","Lamiaceae","Sphenodesme","Jack"
"Stigmaphyllon eggersii","Stigmaphyllon eggersii","Accepted",2596550,"306952-2","Stigmaphyllon eggersii","Malpighiaceae","Stigmaphyllon","C.E.Anderson"
"Stigmaphyllon ellipticum","Stigmaphyllon ellipticum","Accepted",2596548,"30241255-2","Stigmaphyllon ellipticum","Malpighiaceae","Stigmaphyllon","(Kunth) A.Juss."
"Stigmaphyllon emarginatum","Stigmaphyllon emarginatum","Accepted",2596546,"557501-1","Stigmaphyllon emarginatum","Malpighiaceae","Stigmaphyllon","(Cav.) A.Juss."
"Stigmaphyllon floribundum","Stigmaphyllon floribundum","Accepted",2596540,"285618-2","Stigmaphyllon floribundum","Malpighiaceae","Stigmaphyllon","(DC.) C.E.Anderson"
"Stizophyllum inaequilaterum","Stizophyllum inaequilaterum","Accepted",318166,"246381-2","Stizophyllum inaequilaterum","Bignoniaceae","Stizophyllum","Bureau & K.Schum."
"Stizophyllum perforatum","Stizophyllum perforatum","Accepted",318156,"1166092-2","Stizophyllum perforatum","Bignoniaceae","Stizophyllum","(Cham.) Miers"
"Stizophyllum riparium","Stizophyllum riparium","Accepted",318162,"246385-2","Stizophyllum riparium","Bignoniaceae","Stizophyllum","(Kunth) Sandwith"
"Strophanthus sarmentosus","Strophanthus sarmentosus","Accepted",198277,"81945-1","Strophanthus sarmentosus","Apocynaceae","Strophanthus","DC."
"Strychnopsis thouarsii","Strychnopsis thouarsii","Accepted",2601436,"581499-1","Strychnopsis thouarsii","Menispermaceae","Strychnopsis","Baill."
"Strychnos aculeata","Strychnos aculeata","Accepted",2598055,"547024-1","Strychnos aculeata","Loganiaceae","Strychnos","Soler."
"Strychnos axillaris","Strychnos axillaris","Accepted",2597995,"547050-1","Strychnos axillaris","Loganiaceae","Strychnos","Colebr."
"Strychnos brachistantha","Strychnos brachistantha","Accepted",2597820,"247287-2","Strychnos brachistantha","Loganiaceae","Strychnos","Standl."
"Strychnos bredemeyeri","Strychnos bredemeyeri","Accepted",2597815,"547083-1","Strychnos bredemeyeri","Loganiaceae","Strychnos","(Schult.) Sprague & Sandwith"
"Strychnos cathayensis","Strychnos cathayensis","Accepted",2597833,"547102-1","Strychnos cathayensis","Loganiaceae","Strychnos","Merr."
"Strychnos chlorantha","Strychnos chlorantha","Accepted",2597789,"547109-1","Strychnos chlorantha","Loganiaceae","Strychnos","Progel"
"Strychnos congolana","Strychnos congolana","Accepted",2597811,"547134-1","Strychnos congolana","Loganiaceae","Strychnos","Gilg"
"Strychnos croatii","Strychnos croatii","Accepted",2597791,"247298-2","Strychnos croatii","Loganiaceae","Strychnos","Krukoff & Barneby"
"Strychnos ecuadoriensis","Strychnos ecuadoriensis","Accepted",2597905,"247303-2","Strychnos ecuadoriensis","Loganiaceae","Strychnos","Krukoff & Barneby"
"Strychnos erichsonii","Strychnos erichsonii","Accepted",2597863,"547183-1","Strychnos erichsonii","Loganiaceae","Strychnos","R.H.Schomb. ex Progel"
"Strychnos floribunda","Strychnos floribunda","Accepted",2597851,"547195-1","Strychnos floribunda","Loganiaceae","Strychnos","Gilg"
"Strychnos froesii","Strychnos froesii","Accepted",2597876,"247307-2","Strychnos froesii","Loganiaceae","Strychnos","Ducke"
"Strychnos guianensis","Strychnos guianensis","Accepted",2598063,"547220-1","Strychnos guianensis","Loganiaceae","Strychnos","(Aubl.) Mart."
"Strychnos ignatii","Strychnos ignatii","Accepted",2598276,"547242-1","Strychnos ignatii","Loganiaceae","Strychnos","P.J.Bergius"
"Strychnos javariensis","Strychnos javariensis","Accepted",2598282,"247314-2","Strychnos javariensis","Loganiaceae","Strychnos","Krukoff"
"Strychnos jobertiana","Strychnos jobertiana","Accepted",2598271,"547247-1","Strychnos jobertiana","Loganiaceae","Strychnos","Baill."
"Strychnos lucens","Strychnos lucens","Accepted",2598347,"547293-1","Strychnos lucens","Loganiaceae","Strychnos","Baker"
"Strychnos minor","Strychnos minor","Accepted",2598304,"547339-1","Strychnos minor","Loganiaceae","Strychnos","Dennst."
"Strychnos mitscherlichii","Strychnos mitscherlichii","Accepted",2598300,"547341-1","Strychnos mitscherlichii","Loganiaceae","Strychnos","M.R.Schomb."
"Strychnos panamensis","Strychnos panamensis","Accepted",2598082,"547390-1","Strychnos panamensis","Loganiaceae","Strychnos","Seem."
"Strychnos peckii","Strychnos peckii","Accepted",2598099,"547401-1","Strychnos peckii","Loganiaceae","Strychnos","B.L.Rob."
"Strychnos phaeotricha","Strychnos phaeotricha","Accepted",2598092,"547408-1","Strychnos phaeotricha","Loganiaceae","Strychnos","Gilg"
"Strychnos poeppigii","Strychnos poeppigii","Accepted",2598085,"547415-1","Strychnos poeppigii","Loganiaceae","Strychnos","Progel"
"Strychnos ramentifera","Strychnos ramentifera","Accepted",2598321,"247344-2","Strychnos ramentifera","Loganiaceae","Strychnos","Ducke"
"Strychnos sandwithiana","Strychnos sandwithiana","Accepted",2598175,"247349-2","Strychnos sandwithiana","Loganiaceae","Strychnos","Krukoff & Barneby"
"Strychnos schunkei","Strychnos schunkei","Accepted",2598202,"247351-2","Strychnos schunkei","Loganiaceae","Strychnos","Krukoff & Barneby"
"Strychnos tricalysioides","Strychnos tricalysioides","Accepted",2595054,"547527-1","Strychnos tricalysioides","Loganiaceae","Strychnos","Hutch. & M.B.Moss"
"Synclisia scabrida","Synclisia scabrida","Accepted",2601459,"581508-1","Synclisia scabrida","Menispermaceae","Synclisia","Miers"
"Tanaecium bilabiatum","Tanaecium bilabiatum","Accepted",320993,"77100467-1","Tanaecium bilabiatum","Bignoniaceae","Tanaecium","(Sprague) L.G.Lohmann"
"Tanaecium duckei","Tanaecium duckei","Accepted",318788,"249328-2","Tanaecium duckei","Bignoniaceae","Tanaecium","A.Samp."
"Tanaecium mutabile","Tanaecium mutabile","Synonym",538936,"77209765-1","Fridericia mutabilis","Bignoniaceae","Fridericia","(Bureau & K.Schum.) Frazão & L.G.Lohmann"
"Tanaecium pyramidatum","Tanaecium pyramidatum","Accepted",320995,"77100468-1","Tanaecium pyramidatum","Bignoniaceae","Tanaecium","(Rich.) L.G.Lohmann"
"Tanaecium selloi","Tanaecium selloi","Accepted",320997,"77100469-1","Tanaecium selloi","Bignoniaceae","Tanaecium","(Spreng.) L.G.Lohmann"
"Tanaecium tetragonolobum","Tanaecium tetragonolobum","Accepted",320998,"77100470-1","Tanaecium tetragonolobum","Bignoniaceae","Tanaecium","(Jacq.) L.G.Lohmann"
"Tanaecium truncatum","Tanaecium truncatum","Accepted",320999,"77142095-1","Tanaecium truncatum","Bignoniaceae","Tanaecium","(A.Samp.) L.G.Lohmann"
"Tanaecium xanthophyllum","Tanaecium xanthophyllum","Accepted",321000,"77142096-1","Tanaecium xanthophyllum","Bignoniaceae","Tanaecium","(DC.) L.G.Lohmann"
"Telitoxicum krukovii","Telitoxicum krukovii","Accepted",2517001,"250112-2","Telitoxicum krukovii","Menispermaceae","Telitoxicum","Moldenke"
"Telitoxicum minutiflorum","Telitoxicum minutiflorum","Accepted",2517000,"250113-2","Telitoxicum minutiflorum","Menispermaceae","Telitoxicum","(Diels) Moldenke"
"Telitoxicum peruvianum","Telitoxicum peruvianum","Accepted",2517008,"250115-2","Telitoxicum peruvianum","Menispermaceae","Telitoxicum","Moldenke"
"Tetracera akara","Tetracera akara","Accepted",2434859,"317350-1","Tetracera akara","Dilleniaceae","Tetracera","(Burm.f.) Merr."
"Tetracera alnifolia","Tetracera alnifolia","Accepted",2434862,"317353-1","Tetracera alnifolia","Dilleniaceae","Tetracera","Willd."
"Tetracera asperula","Tetracera asperula","Accepted",2434868,"317359-1","Tetracera asperula","Dilleniaceae","Tetracera","Miq."
"Tetracera hydrophila","Tetracera hydrophila","Accepted",2433106,"317416-1","Tetracera hydrophila","Dilleniaceae","Tetracera","Triana & Planch."
"Tetracera macrophylla","Tetracera macrophylla","Accepted",3005640,"317437-1","Tetracera macrophylla","Dilleniaceae","Tetracera","Hook.f. & Thomson"
"Tetracera nordtiana","Tetracera nordtiana","Accepted",2433806,"317452-1","Tetracera nordtiana","Dilleniaceae","Tetracera","F.Muell."
