"IDmaster","habit","accepted_taxon_name","accepted_genus_name","accepted_family_name","sla","la","seed","leafnitro","wd"
1,"active","Abuta panamensis","Abuta","Menispermaceae",15.3482755,58.64,NA,24.4,NA
2,"active","Abuta panurensis","Abuta","Menispermaceae",NA,NA,NA,NA,NA
3,"active","Abuta racemosa","Abuta","Menispermaceae",NA,34.3,579,NA,NA
4,"active","Abuta rufescens","Abuta","Menispermaceae",5.555555556,NA,NA,16.3,0.45
5,"active","Abuta solimoesensis","Abuta","Menispermaceae",NA,NA,NA,NA,NA
6,"passive","Senegalia hayesii","Senegalia","Fabaceae",9.09,0.21,NA,NA,0.38
7,"passive","Senegalia kamerunensis","Senegalia","Fabaceae",NA,NA,0.06,NA,NA
8,"passive","Senegalia kuhlmannii","Senegalia","Fabaceae",NA,NA,NA,NA,NA
9,"active","Senegalia pentagona","Senegalia","Fabaceae",NA,0.02,172.06,NA,NA
10,"passive","Senegalia riparia","Senegalia","Fabaceae",13.504,NA,NA,38.8705437,NA
11,"passive","Senegalia sakalava","Senegalia","Fabaceae",NA,NA,NA,NA,NA
12,"active","Acalypha cuneata","Acalypha","Euphorbiaceae",23.228,110.03,NA,41.2,NA
13,"passive","Adelobotrys adscendens","Adelobotrys","Melastomataceae",12.5994,50.46,NA,NA,NA
14,"passive","Adelphia hiraea","Adelphia","Malpighiaceae",13.15789474,61,NA,NA,NA
15,"active","Adenia penangiana","Adenia","Passifloraceae",NA,NA,NA,NA,NA
16,"active","Adenocalymma adenophorum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
17,"active","Adenocalymma bracteolatum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
18,"active","Adenocalymma bracteosum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
19,"active","Adenocalymma croatii","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
20,"active","Adenocalymma flavum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
21,"active","Adenocalymma hirtum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
22,"active","Adenocalymma impressum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
23,"active","Adenocalymma inundatum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
24,"active","Adenocalymma magdalenense","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
25,"active","Adenocalymma magnificum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
26,"active","Adenocalymma marginatum","Adenocalymma","Bignoniaceae",18.05,NA,NA,NA,0.46
27,"active","Adenocalymma moringifolium","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
28,"active","Adenocalymma patulum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
29,"active","Adenocalymma pseudopatulum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
30,"active","Adenocalymma tanaeciicarpum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
31,"active","Adenocalymma ternatum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
32,"active","Adenocalymma uleanum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
33,"active","Adenocalymma validum","Adenocalymma","Bignoniaceae",NA,NA,NA,NA,NA
34,"passive","Adenopodia scelerata","Adenopodia","Fabaceae",NA,NA,NA,NA,NA
35,"passive","Aegiphila elegans","Aegiphila","Lamiaceae",NA,NA,NA,NA,NA
36,"passive","Aegiphila hirsuta","Aegiphila","Lamiaceae",NA,NA,NA,NA,NA
37,"passive","Aegiphila hoehnei","Aegiphila","Lamiaceae",NA,NA,NA,NA,NA
38,"passive","Aegiphila laeta","Aegiphila","Lamiaceae",NA,NA,NA,NA,NA
39,"passive","Agelaea macrophylla","Agelaea","Connaraceae",NA,NA,NA,NA,NA
40,"active","Agelaea paradoxa","Agelaea","Connaraceae",NA,NA,NA,NA,NA
41,"passive","Agelaea pentagyna","Agelaea","Connaraceae",NA,NA,NA,NA,0.73
42,"passive","Aglaia rufinervis","Aglaia","Meliaceae",NA,NA,NA,NA,NA
43,"passive","Airyantha schweinfurthii","Airyantha","Fabaceae",NA,NA,NA,NA,NA
44,"active","Alafia barteri","Alafia","Apocynaceae",NA,30.49,NA,NA,NA
45,"active","Alafia thouarsii","Alafia","Apocynaceae",NA,NA,NA,NA,NA
46,"active","Alicia anisopetala","Alicia","Malpighiaceae",NA,NA,NA,NA,NA
47,"active","Alicia macrodisca","Alicia","Malpighiaceae",NA,NA,NA,NA,NA
48,"active","Allomarkgrafia plumeriiflora","Allomarkgrafia","Apocynaceae",NA,NA,NA,NA,NA
49,"active","Thinouia trifoliolata","Thinouia","Sapindaceae",NA,NA,NA,NA,NA
50,"passive","Alphitonia neocaledonica","Alphitonia","Rhamnaceae",NA,NA,NA,NA,NA
51,"active","Amorimia rigida","Amorimia","Malpighiaceae",NA,NA,NA,NA,NA
52,"active","Ampelopsis glandulosa","Ampelopsis","Vitaceae",NA,NA,NA,NA,NA
53,"active","Amphilophium chocoense","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
54,"active","Amphilophium crucigerum","Amphilophium","Bignoniaceae",NA,NA,NA,41.93,NA
55,"active","Amphilophium dasytrichum","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
56,"active","Amphilophium ecuadorense","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
57,"active","Amphilophium granulosum","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
58,"active","Amphilophium lactiflorum","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
59,"active","Amphilophium magnoliifolium","Amphilophium","Bignoniaceae",NA,590,NA,NA,NA
60,"active","Amphilophium nunezii","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
61,"active","Amphilophium occidentale","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
62,"active","Amphilophium paniculatum","Amphilophium","Bignoniaceae",13.445093,38.19,NA,NA,NA
63,"active","Amphilophium pulverulentum","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
64,"active","Amphilophium rodriguesii","Amphilophium","Bignoniaceae",NA,NA,NA,NA,NA
65,"active","Ancistrocladus barteri","Ancistrocladus","Ancistrocladaceae",NA,NA,NA,NA,NA
66,"passive","Ancistrocladus ealaensis","Ancistrocladus","Ancistrocladaceae",NA,NA,NA,NA,NA
67,"active","Anemopaegma chrysanthum","Anemopaegma","Bignoniaceae",NA,87.29,NA,NA,NA
68,"active","Anemopaegma chrysoleucum","Anemopaegma","Bignoniaceae",NA,27.82,1809.81,NA,NA
69,"active","Anemopaegma insculptum","Anemopaegma","Bignoniaceae",NA,NA,NA,NA,NA
70,"active","Anemopaegma orbiculatum","Anemopaegma","Bignoniaceae",NA,NA,NA,NA,NA
71,"active","Anemopaegma parkeri","Anemopaegma","Bignoniaceae",NA,NA,NA,NA,NA
72,"active","Anemopaegma patelliforme","Anemopaegma","Bignoniaceae",NA,NA,NA,NA,NA
73,"active","Anemopaegma prostratum","Anemopaegma","Bignoniaceae",NA,NA,NA,NA,NA
74,"active","Anemopaegma robustum","Anemopaegma","Bignoniaceae",NA,NA,NA,NA,NA
75,"active","Annona scandens","Annona","Annonaceae",NA,NA,NA,NA,NA
76,"passive","Anodendron affine","Anodendron","Apocynaceae",NA,18.45,209.74,NA,NA
77,"active","Anodendron benthamianum","Anodendron","Apocynaceae",NA,NA,NA,NA,NA
78,"passive","Uvaria dulcis","Uvaria","Annonaceae",NA,NA,NA,NA,NA
79,"active","Rupertiella boliviana","Rupertiella","Menispermaceae",NA,NA,NA,NA,NA
80,"active","Anomospermum chloranthum","Anomospermum","Menispermaceae",NA,NA,NA,NA,NA
81,"active","Elissarrhena longipes","Elissarrhena","Menispermaceae",NA,NA,NA,NA,NA
82,"active","Anomospermum reticulatum","Anomospermum","Menispermaceae",11.1,NA,NA,NA,NA
83,"active","Elissarrhena solimoesana","Elissarrhena","Menispermaceae",NA,NA,139.7,NA,NA
84,"passive","Artabotrys brachypetalus","Artabotrys","Annonaceae",NA,NA,980,NA,NA
85,"passive","Artabotrys congolensis","Artabotrys","Annonaceae",NA,NA,NA,NA,NA
86,"passive","Artabotrys polygynus","Artabotrys","Annonaceae",NA,NA,NA,NA,NA
87,"passive","Artabotrys zeylanicus","Artabotrys","Annonaceae",NA,NA,NA,NA,NA
88,"active","Austrosteenisia stipularis","Austrosteenisia","Fabaceae",NA,NA,NA,NA,NA
89,"active","Banisteriopsis muricata","Banisteriopsis","Malpighiaceae",NA,36.23,3.96,NA,NA
90,"active","Banisteriopsis nummifera","Banisteriopsis","Malpighiaceae",NA,NA,NA,NA,NA
91,"passive","Baphia capparidifolia","Baphia","Fabaceae",NA,NA,NA,NA,NA
92,"active","Bauhinia beguinotii","Bauhinia","Fabaceae",NA,NA,NA,NA,NA
93,"active","Schnella glabra","Schnella","Fabaceae",NA,34.3,195.16,NA,NA
94,"active","Schnella guianensis","Schnella","Fabaceae",15.12886787,40.6,NA,18.9715,NA
95,"active","Schnella hymenaeifolia","Schnella","Fabaceae",NA,NA,NA,NA,NA
96,"active","Schnella kunthiana","Schnella","Fabaceae",NA,NA,NA,NA,NA
97,"active","Schnella microstachya","Schnella","Fabaceae",NA,NA,NA,NA,NA
98,"active","Schnella smilacina","Schnella","Fabaceae",NA,NA,NA,NA,NA
99,"active","Bignonia aequinoctialis","Bignonia","Bignoniaceae",NA,NA,NA,27.34426642,NA
100,"active","Bignonia binata","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
101,"active","Bignonia bracteomana","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
102,"active","Bignonia callistegioides","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
103,"active","Bignonia campanulata","Bignonia","Bignoniaceae",17.91569736,65.7,NA,32.85,0.49
104,"active","Bignonia corymbosa","Bignonia","Bignoniaceae",11.49642967,30.44,69,NA,NA
105,"active","Bignonia decora","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
106,"active","Bignonia diversifolia","Bignonia","Bignoniaceae",NA,NA,NA,39.38716744,NA
107,"active","Bignonia hyacinthina","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
108,"active","Bignonia lilacina","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
109,"active","Bignonia longiflora","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
110,"active","Bignonia neoheterophylla","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
111,"active","Bignonia nocturna","Bignonia","Bignoniaceae",NA,70,NA,NA,NA
112,"active","Bignonia pterocalyx","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
113,"active","Bignonia sordida","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
114,"active","Bignonia uleana","Bignonia","Bignoniaceae",NA,NA,NA,NA,NA
115,"active","Bonamia trichantha","Bonamia","Convolvulaceae",NA,NA,NA,NA,NA
116,"active","Boquila trifoliolata","Boquila","Lardizabalaceae",31.5,NA,NA,NA,NA
117,"active","Borismene japurensis","Borismene","Menispermaceae",NA,NA,NA,NA,NA
118,"active","Bronwenia cornifolia","Bronwenia","Malpighiaceae",NA,NA,NA,NA,NA
119,"passive","Ayenia asterotricha","Ayenia","Malvaceae",NA,NA,NA,NA,NA
120,"active","Ayenia catalpifolia","Ayenia","Malvaceae",NA,NA,NA,NA,NA
121,"passive","Ayenia coriacea","Ayenia","Malvaceae",NA,NA,NA,NA,NA
122,"active","Wisteriopsis reticulata","Wisteriopsis","Fabaceae",NA,NA,NA,NA,NA
123,"active","Callichlamys latifolia","Callichlamys","Bignoniaceae",22.8,NA,NA,25.404,NA
124,"active","Campsidium valdivianum","Campsidium","Bignoniaceae",NA,NA,NA,NA,NA
125,"active","Canavalia acuminata","Canavalia","Fabaceae",NA,NA,NA,NA,NA
126,"passive","Capparis chrysomeia","Capparis","Capparaceae",NA,NA,NA,NA,NA
127,"passive","Capparis erythrocarpos","Capparis","Capparaceae",NA,NA,NA,NA,NA
128,"passive","Capparis lanceolaris","Capparis","Capparaceae",NA,NA,NA,NA,NA
129,"active","Carolus chlorocarpus","Carolus","Malpighiaceae",NA,NA,NA,NA,NA
130,"active","Cayaponia ophthalmica","Cayaponia","Cucurbitaceae",NA,NA,NA,NA,NA
131,"active","Celastrus hindsii","Celastrus","Celastraceae",14.26498548,20.01,NA,10.2035907,NA
132,"active","Celastrus kusanoi","Celastrus","Celastraceae",NA,NA,NA,NA,NA
133,"active","Celastrus paniculatus","Celastrus","Celastraceae",NA,19.69,26.3,NA,NA
134,"passive","Celtis iguanaea","Celtis","Cannabaceae",NA,17.2,5.85,NA,0.65
135,"passive","Chamissoa altissima","Chamissoa","Amaranthaceae",NA,NA,NA,NA,NA
136,"active","Cheiloclinium anomalum","Cheiloclinium","Celastraceae",NA,NA,NA,NA,NA
137,"active","Cheiloclinium hippocrateoides","Cheiloclinium","Celastraceae",NA,NA,NA,NA,NA
138,"active","Cheiloclinium klugii","Cheiloclinium","Celastraceae",NA,NA,NA,NA,NA
139,"active","Chiococca alba","Chiococca","Rubiaceae",NA,NA,NA,NA,NA
140,"active","Chondrodendron tomentosum","Chondrodendron","Menispermaceae",NA,107.99,NA,NA,NA
141,"passive","Cissampelos pareira","Cissampelos","Menispermaceae",NA,29.65,5.99,NA,NA
142,"active","Cissus adnata","Cissus","Vitaceae",NA,NA,NA,NA,NA
143,"active","Cissus alata","Cissus","Vitaceae",NA,NA,28.44051276,NA,NA
144,"active","Cissus barbeyana","Cissus","Vitaceae",NA,NA,NA,NA,NA
145,"active","Cissus biformifolia","Cissus","Vitaceae",NA,NA,NA,NA,NA
146,"active","Cissus brevipes","Cissus","Vitaceae",NA,NA,NA,NA,NA
147,"active","Cissus dinklagei","Cissus","Vitaceae",NA,NA,NA,NA,NA
148,"active","Cissus erosa","Cissus","Vitaceae",NA,17.59,12.89,NA,NA
149,"active","Cissus fuliginea","Cissus","Vitaceae",14.83417235,118.1352167,NA,1.7345,0.2
150,"active","Cissus hastata","Cissus","Vitaceae",NA,NA,NA,NA,NA
151,"active","Cissus hypoglauca","Cissus","Vitaceae",NA,NA,NA,NA,NA
152,"active","Cissus microcarpa","Cissus","Vitaceae",NA,12.11,75,NA,NA
153,"active","Cissus neei","Cissus","Vitaceae",NA,NA,NA,NA,NA
154,"active","Cissus producta","Cissus","Vitaceae",NA,64.9,235.73,NA,NA
155,"active","Cissus repanda","Cissus","Vitaceae",NA,NA,NA,NA,NA
156,"active","Cissus repens","Cissus","Vitaceae",NA,0.1,32,NA,NA
157,"active","Clematicissus striata","Clematicissus","Vitaceae",43.6,NA,NA,NA,NA
158,"active","Clematicissus tweedieana","Clematicissus","Vitaceae",NA,NA,NA,NA,NA
159,"active","Cissus lombardiana","Cissus","Vitaceae",NA,NA,NA,NA,NA
160,"active","Cissus verticillata","Cissus","Vitaceae",NA,NA,52.675,NA,NA
161,"active","Clematis dioica","Clematis","Ranunculaceae",NA,NA,NA,22.40517727,NA
162,"passive","Clematis mauritiana","Clematis","Ranunculaceae",NA,NA,NA,NA,NA
163,"passive","Clematis smilacifolia","Clematis","Ranunculaceae",NA,NA,NA,NA,NA
164,"active","Clitandra cymulosa","Clitandra","Apocynaceae",NA,NA,NA,NA,NA
165,"passive","Cnestidium rufescens","Cnestidium","Connaraceae",NA,NA,NA,14.7,NA
166,"active","Cnestis corniculata","Cnestis","Connaraceae",NA,NA,NA,NA,NA
167,"active","Cnestis polyphylla","Cnestis","Connaraceae",NA,NA,NA,NA,NA
168,"active","Coccoloba excelsa","Coccoloba","Polygonaceae",NA,NA,NA,NA,NA
169,"active","Combretum assimile","Combretum","Combretaceae",NA,NA,NA,NA,NA
170,"passive","Combretum bracteatum","Combretum","Combretaceae",NA,NA,NA,NA,NA
171,"active","Combretum carringtonianum","Combretum","Combretaceae",NA,NA,NA,NA,NA
172,"passive","Combretum decandrum","Combretum","Combretaceae",NA,32.86,NA,11.5,NA
173,"passive","Combretum falcatum","Combretum","Combretaceae",NA,NA,NA,NA,NA
174,"active","Combretum fruticosum","Combretum","Combretaceae",24.62,NA,NA,26,0.58
175,"active","Combretum oyemense","Combretum","Combretaceae",NA,NA,NA,NA,NA
176,"active","Combretum paraguariense","Combretum","Combretaceae",NA,NA,NA,NA,NA
177,"active","Combretum pavonii","Combretum","Combretaceae",NA,NA,NA,NA,NA
178,"active","Combretum racemosum","Combretum","Combretaceae",NA,NA,15,NA,NA
179,"active","Combretum sordidum","Combretum","Combretaceae",NA,NA,NA,NA,NA
180,"passive","Combretum spinosum","Combretum","Combretaceae",NA,NA,NA,NA,NA
181,"active","Combretum vernicosum","Combretum","Combretaceae",NA,NA,NA,NA,NA
182,"passive","Connarus fasciculatus","Connarus","Connaraceae",NA,NA,NA,NA,NA
183,"active","Connarus griffonianus","Connarus","Connaraceae",NA,NA,NA,NA,NA
184,"passive","Connarus panamensis","Connarus","Connaraceae",NA,NA,NA,NA,NA
185,"active","Connarus pickeringii","Connarus","Connaraceae",NA,NA,NA,NA,NA
186,"active","Connarus semidecandrus","Connarus","Connaraceae",NA,NA,NA,NA,NA
187,"active","Calyptrion arboreum","Calyptrion","Violaceae",NA,NA,NA,NA,NA
188,"active","Critonia billbergiana","Critonia","Asteraceae",NA,NA,NA,NA,NA
189,"passive","Critoniopsis woytkowskii","Critoniopsis","Asteraceae",NA,NA,NA,NA,NA
190,"active","Curarea toxicofera","Curarea","Menispermaceae",NA,NA,520.5404591,NA,NA
191,"active","Cuspidaria floribunda","Cuspidaria","Bignoniaceae",NA,NA,NA,NA,NA
192,"active","Cuspidaria inaequalis","Cuspidaria","Bignoniaceae",NA,NA,NA,NA,NA
193,"active","Cuspidaria lateriflora","Cuspidaria","Bignoniaceae",NA,540,NA,NA,0.54
194,"active","Cuspidaria weberbaueri","Cuspidaria","Bignoniaceae",NA,NA,NA,NA,NA
195,"active","Cyclocotyla congolensis","Cyclocotyla","Apocynaceae",NA,NA,NA,NA,NA
196,"active","Dalbergia brownei","Dalbergia","Fabaceae",NA,NA,NA,34.3,NA
197,"active","Dalbergia darienensis","Dalbergia","Fabaceae",NA,NA,NA,NA,NA
198,"active","Dalbergia frutescens","Dalbergia","Fabaceae",65.46856479,169.36,160,25.85,0.5
199,"active","Dalbergia monetaria","Dalbergia","Fabaceae",NA,NA,NA,NA,NA
200,"active","Dalbergia negrensis","Dalbergia","Fabaceae",NA,NA,NA,NA,NA
201,"active","Dalbergia saxatilis","Dalbergia","Fabaceae",NA,NA,NA,NA,NA
202,"active","Dalhousiea africana","Dalhousiea","Fabaceae",NA,NA,NA,NA,NA
203,"passive","Danais fragrans","Danais","Rubiaceae",NA,NA,NA,NA,NA
204,"passive","Davilla kunthii","Davilla","Dilleniaceae",NA,73.5,NA,NA,NA
205,"active","Davilla nitida","Davilla","Dilleniaceae",12.64,29.25,NA,10.6,NA
206,"active","Davilla rugosa","Davilla","Dilleniaceae",44.78,NA,NA,NA,0.5
207,"passive","Derris laxiflora","Derris","Fabaceae",NA,NA,NA,NA,NA
208,"active","Dewevrea bilabiata","Dewevrea","Fabaceae",NA,NA,NA,NA,NA
209,"active","Dicella julianii","Dicella","Malpighiaceae",NA,NA,NA,NA,NA
210,"active","Dicella macroptera","Dicella","Malpighiaceae",NA,NA,NA,NA,NA
211,"active","Dichapetalum barteri","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
212,"active","Dichapetalum cymulosum","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
213,"active","Dichapetalum heudelotii","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
214,"active","Dichapetalum insigne","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
215,"active","Dichapetalum integripetalum","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
216,"active","Dichapetalum madagascariense","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
217,"active","Dichapetalum mombuttense","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
218,"active","Dichapetalum mossambicense","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
219,"active","Dichapetalum mundense","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
220,"active","Dichapetalum pallidum","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
221,"passive","Dichapetalum papuanum","Dichapetalum","Dichapetalaceae",NA,31.5,57.82,NA,NA
222,"active","Dichapetalum rudatisii","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
223,"active","Dichapetalum rugosum","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
224,"passive","Dichapetalum sessiliflorum","Dichapetalum","Dichapetalaceae",NA,NA,NA,NA,NA
225,"active","Dichapetalum spruceanum","Dichapetalum","Dichapetalaceae",12.05,NA,NA,27.2,NA
226,"active","Dicranostyles longifolia","Dicranostyles","Convolvulaceae",NA,NA,NA,NA,NA
227,"active","Dicranostyles scandens","Dicranostyles","Convolvulaceae",NA,NA,NA,NA,NA
228,"active","Dicranostyles sericea","Dicranostyles","Convolvulaceae",NA,NA,NA,NA,NA
229,"active","Dictyophleba ochracea","Dictyophleba","Apocynaceae",NA,NA,NA,NA,NA
230,"active","Dictyophleba stipulosa","Dictyophleba","Apocynaceae",NA,NA,NA,NA,NA
231,"active","Dilkea acuminata","Dilkea","Passifloraceae",NA,NA,NA,NA,NA
232,"active","Dilkea retusa","Dilkea","Passifloraceae",14.92,480,NA,42,NA
233,"active","Macropsychanthus dictyoneurus","Macropsychanthus","Fabaceae",NA,NA,NA,NA,NA
234,"active","Macropsychanthus megacarpus","Macropsychanthus","Fabaceae",NA,NA,NA,NA,NA
235,"active","Macropsychanthus schimpffii","Macropsychanthus","Fabaceae",NA,NA,NA,NA,NA
236,"active","Diplopterys cabrerana","Diplopterys","Malpighiaceae",NA,NA,NA,NA,NA
237,"active","Diplopterys lutea","Diplopterys","Malpighiaceae",NA,NA,NA,NA,NA
238,"active","Dipteropeltis poranoides","Dipteropeltis","Convolvulaceae",NA,NA,NA,NA,NA
239,"active","Disciphania inversa","Disciphania","Menispermaceae",NA,NA,NA,NA,NA
240,"active","Disciphania juliflora","Disciphania","Menispermaceae",NA,NA,NA,NA,NA
241,"active","Dolichandra chodatii","Dolichandra","Bignoniaceae",NA,NA,NA,NA,NA
242,"active","Dolichandra quadrivalvis","Dolichandra","Bignoniaceae",21.60678312,65.55,230,29.84,0.46
243,"active","Dolichandra steyermarkii","Dolichandra","Bignoniaceae",NA,NA,NA,NA,NA
244,"active","Dolichandra uncata","Dolichandra","Bignoniaceae",NA,NA,NA,NA,NA
245,"active","Dolichandra unguiculata","Dolichandra","Bignoniaceae",NA,NA,NA,NA,NA
246,"active","Dolichandra unguis-cati","Dolichandra","Bignoniaceae",NA,NA,NA,NA,NA
247,"active","Doliocarpus amazonicus","Doliocarpus","Dilleniaceae",NA,NA,NA,NA,NA
248,"active","Doliocarpus dentatus","Doliocarpus","Dilleniaceae",10.532173,38.5,35.53,NA,NA
249,"active","Doliocarpus macrocarpus","Doliocarpus","Dilleniaceae",NA,NA,87.05211047,NA,NA
250,"active","Doliocarpus magnificus","Doliocarpus","Dilleniaceae",NA,NA,NA,NA,NA
251,"active","Doliocarpus major","Doliocarpus","Dilleniaceae",NA,34.2,100.03,NA,NA
252,"active","Doliocarpus multiflorus","Doliocarpus","Dilleniaceae",12.021803,50.74,49.31,12.7,NA
253,"active","Doliocarpus olivaceus","Doliocarpus","Dilleniaceae",14.133234,48.09,338.08,NA,NA
254,"passive","Duparquetia orchidacea","Duparquetia","Fabaceae",NA,NA,NA,NA,NA
255,"active","Elachyptera bipindensis","Elachyptera","Celastraceae",NA,NA,NA,NA,NA
256,"active","Elachyptera micrantha","Elachyptera","Celastraceae",93.83421474,120.41,NA,17.25,0.56
257,"active","Embelia ribes","Embelia","Primulaceae",NA,NA,NA,NA,NA
258,"passive","Enkleia malaccensis","Enkleia","Thymelaeaceae",NA,NA,NA,NA,NA
259,"active","Entada gigas","Entada","Fabaceae",NA,6.98,7526.78,NA,NA
260,"active","Erycibe borneensis","Erycibe","Convolvulaceae",NA,NA,NA,NA,NA
261,"active","Erycibe glomerata","Erycibe","Convolvulaceae",NA,NA,NA,NA,NA
262,"passive","Erycibe henryi","Erycibe","Convolvulaceae",NA,NA,NA,NA,NA
263,"active","Erycibe subspicata","Erycibe","Convolvulaceae",NA,NA,NA,NA,NA
264,"passive","Euphorbia colletioides","Euphorbia","Euphorbiaceae",38.15,NA,NA,25,0.32
265,"active","Oxera splendida","Oxera","Lamiaceae",NA,NA,NA,NA,NA
266,"active","Fevillea cordifolia","Fevillea","Cucurbitaceae",NA,NA,NA,NA,NA
267,"active","Fevillea pergamentacea","Fevillea","Cucurbitaceae",NA,NA,NA,NA,NA
268,"passive","Ficus punctata","Ficus","Moraceae",NA,NA,NA,NA,NA
269,"active","Fischeria stellata","Fischeria","Apocynaceae",NA,NA,NA,NA,NA
270,"active","Fissistigma glaucescens","Fissistigma","Annonaceae",18.60717067,26.68,NA,15.71582492,NA
271,"active","Flagellaria indica","Flagellaria","Flagellariaceae",NA,NA,NA,NA,NA
272,"active","Forsteronia acouci","Forsteronia","Apocynaceae",NA,NA,NA,NA,NA
273,"active","Forsteronia affinis","Forsteronia","Apocynaceae",NA,NA,NA,NA,NA
274,"active","Forsteronia amblybasis","Forsteronia","Apocynaceae",NA,NA,NA,NA,NA
275,"active","Forsteronia graciloides","Forsteronia","Apocynaceae",NA,NA,NA,NA,NA
276,"active","Forsteronia myriantha","Forsteronia","Apocynaceae",10.911067,27.23,NA,NA,NA
277,"active","Forsteronia spicata","Forsteronia","Apocynaceae",NA,NA,NA,34.86481375,NA
278,"active","Forsteronia subcordata","Forsteronia","Apocynaceae",NA,NA,NA,NA,NA
279,"passive","Freycinetia excelsa","Freycinetia","Pandanaceae",NA,9.8,NA,NA,NA
280,"passive","Freycinetia formosana","Freycinetia","Pandanaceae",NA,NA,NA,NA,NA
281,"passive","Freycinetia novocaledonica","Freycinetia","Pandanaceae",NA,NA,NA,NA,NA
282,"active","Fridericia candicans","Fridericia","Bignoniaceae",NA,65.18,19,NA,NA
283,"active","Fridericia caudigera","Fridericia","Bignoniaceae",NA,NA,NA,NA,0.5098
284,"active","Fridericia chica","Fridericia","Bignoniaceae",NA,NA,NA,NA,NA
285,"active","Fridericia cinnamomea","Fridericia","Bignoniaceae",NA,110,NA,NA,NA
286,"active","Fridericia conjugata","Fridericia","Bignoniaceae",20.5573256,132,320,30.9,0.43
287,"active","Tanaecium dichotomum","Tanaecium","Bignoniaceae",NA,NA,NA,NA,NA
288,"active","Fridericia fagoides","Fridericia","Bignoniaceae",NA,NA,NA,NA,NA
289,"active","Fridericia fanshawei","Fridericia","Bignoniaceae",NA,NA,NA,NA,NA
290,"active","Fridericia florida","Fridericia","Bignoniaceae",NA,35.72,171.19,NA,NA
291,"active","Fridericia japurensis","Fridericia","Bignoniaceae",NA,NA,NA,NA,NA
292,"active","Fridericia mollis","Fridericia","Bignoniaceae",NA,NA,NA,NA,NA
293,"active","Fridericia mollissima","Fridericia","Bignoniaceae",NA,NA,44.28,NA,NA
294,"active","Fridericia oxycarpa","Fridericia","Bignoniaceae",NA,NA,12.59,NA,NA
295,"active","Fridericia patellifera","Fridericia","Bignoniaceae",NA,NA,17,37.32749649,NA
296,"active","Fridericia pearcei","Fridericia","Bignoniaceae",NA,NA,NA,NA,NA
297,"active","Fridericia platyphylla","Fridericia","Bignoniaceae",NA,390,NA,NA,NA
298,"active","Fridericia poeppigii","Fridericia","Bignoniaceae",NA,NA,NA,NA,NA
299,"active","Fridericia prancei","Fridericia","Bignoniaceae",8.33,NA,NA,23,NA
